checklist_order,frontier_id,status,evidence_path,expected_output,next_step,checklist_goal,status_note,next_gate
475,wave150_exploration_baseline_closure_writeback,module_delivered,src/wave150_exploration_baseline_closure_writeback.py,results/tables/wave150_exploration_baseline_closure_writeback.json,Run python -m src.wave150_exploration_baseline_closure_writeback after Wave149 external validation chain.,Verify the frontier status entry for wave150_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
476,wave150_demo_presentation_writeback,module_delivered,src/demo_wave150_presentation_writeback.py,results/tables/demo_wave150_presentation_writeback.json,Run python -m src.demo_wave150_presentation_writeback after Wave150 closure writeback.,Verify the frontier status entry for wave150_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
477,wave150_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave150_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave150_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave150_meeteval_official_narrow_dry_run_coordination_writeback after demo wave150.,Verify the frontier status entry for wave150_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
478,wave151_exploration_baseline_closure_writeback,module_delivered,src/wave151_exploration_baseline_closure_writeback.py,results/tables/wave151_exploration_baseline_closure_writeback.json,Run python -m src.wave151_exploration_baseline_closure_writeback after Wave150 MeetEval chain.,Verify the frontier status entry for wave151_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
479,wave151_demo_presentation_writeback,module_delivered,src/demo_wave151_presentation_writeback.py,results/tables/demo_wave151_presentation_writeback.json,Run python -m src.demo_wave151_presentation_writeback after Wave151 closure writeback.,Verify the frontier status entry for wave151_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
480,wave151_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave151_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave151_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave151_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave151.,Verify the frontier status entry for wave151_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
481,wave152_exploration_baseline_closure_writeback,module_delivered,src/wave152_exploration_baseline_closure_writeback.py,results/tables/wave152_exploration_baseline_closure_writeback.json,Run python -m src.wave152_exploration_baseline_closure_writeback after Wave151 LightOverlap chain.,Verify the frontier status entry for wave152_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
482,wave152_demo_presentation_writeback,module_delivered,src/demo_wave152_presentation_writeback.py,results/tables/demo_wave152_presentation_writeback.json,Run python -m src.demo_wave152_presentation_writeback after Wave152 closure writeback.,Verify the frontier status entry for wave152_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
483,wave152_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave152_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave152_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave152_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave152.,Verify the frontier status entry for wave152_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
484,wave153_exploration_baseline_closure_writeback,module_delivered,src/wave153_exploration_baseline_closure_writeback.py,results/tables/wave153_exploration_baseline_closure_writeback.json,Run python -m src.wave153_exploration_baseline_closure_writeback after Wave152 MidOverlap chain.,Verify the frontier status entry for wave153_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
485,wave153_demo_presentation_writeback,module_delivered,src/demo_wave153_presentation_writeback.py,results/tables/demo_wave153_presentation_writeback.json,Run python -m src.demo_wave153_presentation_writeback after Wave153 closure writeback.,Verify the frontier status entry for wave153_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
486,wave153_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave153_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave153_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave153_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave153.,Verify the frontier status entry for wave153_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
